gPlusUserId,gPlusPlaceId,rating,unixReviewTime
100002060409135193563,105894249799494761247,5.0,1360448580
100002460517064340398,100365639541523416633,5.0,1246154310
100002460517064340398,101130870726907537579,5.0,1364055389
100002623910816163819,116343726288101618746,4.0,1385074891
100003840837471130074,100887731203541266259,4.0,1302881969
100003840837471130074,100998607338583184111,4.0,1325294864
100003840837471130074,102685426987872384597,5.0,1376791103
100003840837471130074,102812440369192328274,3.0,1302881892
100003840837471130074,103979912112536187350,4.0,1360122580
100003840837471130074,103984517065131464925,5.0,1302882094
100003840837471130074,104438335048915549887,4.0,1313439788
100003840837471130074,104650237020486549959,5.0,1302881427
100003840837471130074,105161497931238424543,3.0,1325294876
100003840837471130074,108965565670510081634,3.0,1305161273
100003840837471130074,109311307621925075804,4.0,1314648799
100003840837471130074,109464886480434924863,3.0,1305161251
100003840837471130074,109552619713519861278,5.0,1302819272
100003840837471130074,109868461768795122034,5.0,1381558158
100003840837471130074,110202037843931429970,4.0,1314302899
100003840837471130074,110621095385355177847,4.0,1302881922
100003840837471130074,111719454947844997818,1.0,1381558467
100003840837471130074,112056440199499067697,3.0,1302816423
100003840837471130074,112481315922444302561,4.0,1382486107
100003840837471130074,112610750235634830337,4.0,1302894439
100003840837471130074,112744828068612948224,4.0,1302882156
100003840837471130074,113290396185293876210,5.0,1302881432
100003840837471130074,113453916229866965026,1.0,1314650073
100003840837471130074,114236831589464986178,4.0,1302881877
100003840837471130074,114780673353448808763,4.0,1303188493
100003840837471130074,115104207305151193116,5.0,1302882028
100003840837471130074,115928110041324894892,2.0,1376790610
100003840837471130074,115935235307703258748,4.0,1302881062
100003840837471130074,116019957721980938113,3.0,1305235050
100003840837471130074,116714290900672170748,5.0,1302882358
100003840837471130074,116818894403561351330,4.0,1302881282
100003840837471130074,117261877263612920264,2.0,1314650221
100003840837471130074,118275306173296901779,3.0,1302818783
100004322898922779289,112957891332212550686,5.0,1373756544
100004484735025227657,117501828048078959932,5.0,1370810295
100005012000913434803,109669202418907849188,5.0,1379584984
100006029944244477735,110390659113017293002,4.0,1379121428
100006337581599747068,102984876780577737339,5.0,1382134241
100006661146245021643,109968633494713569760,5.0,1384237613
100006661146245021643,113190104069561377155,5.0,1374701440
100006742151940031092,111824474193384976453,5.0,1386186079
100007828972954748676,106962778074918986266,2.0,1365396748
100007828972954748676,107038198808305358221,4.0,1376092232
100008858224190919909,118212697902342945558,4.0,1369710626
100008949019573681587,105337104817242617277,5.0,1385551005
100010226316651393712,101081451473252444402,4.0,1289936897
100010226316651393712,101230255591089418338,3.0,1289937949
100010226316651393712,102260552397714498656,2.0,1289936902
100010226316651393712,104702738253801736762,4.0,1289936925
100010226316651393712,106708158649111727233,4.0,1289936933
100010226316651393712,109271581025293158549,5.0,1289937930
100010226316651393712,109451341268260544199,4.0,1295917224
100010226316651393712,109842068090163523766,3.0,1289937934
100010226316651393712,112141672540190574702,4.0,1289936905
100010226316651393712,113074544890412497759,3.0,1289936935
100010226316651393712,113325364312310723103,5.0,1338501286
100010358534529693490,107361116399327585135,5.0,1342844473
100011182265926898080,106903960325218099183,5.0,1364334870
100011182265926898080,116676652826695749038,5.0,1283239033
100011455881824371122,111382388581836848927,3.0,1354827630
100011527252838980596,104511338475910001714,5.0,1380403443
100011536689227259888,107251888251400438909,5.0,1373761671
100012821728279970818,101812107313222854735,4.0,1282324415
100012821728279970818,115002006293647217613,4.0,1250739839
100014022445061062602,106801183357833482368,5.0,1377729328
100015129973706190478,116198992962755485623,5.0,1394202160
100015196426098117503,100696588743516124432,4.0,1394085722
100015818058548737460,108288649018175423879,5.0,1373579426
100017031299421602575,105695368229512506840,5.0,None
100018171148948901684,114741037733789120136,1.0,1313452698
100020242086790367421,115062523017767632628,5.0,1374438598
100021260944370219619,110453307442953359068,5.0,1392575531
100023124343024343600,104201731266010624155,5.0,None
100023366950410484090,100142608812866958965,5.0,1339709884
100023366950410484090,100816254133968356657,5.0,1327639708
100023366950410484090,101438125462477443476,5.0,1327303397
100023366950410484090,101463907939472924211,5.0,1333763322
100023366950410484090,101667744935589967569,5.0,1314826349
100023366950410484090,101987040331041630515,5.0,1314163915
100023366950410484090,103300778801894197113,5.0,1318137918
100023366950410484090,103800270513063177406,5.0,1313123259
100023366950410484090,104358664826887058207,5.0,1337017301
100023366950410484090,105469584994130569082,5.0,1320361297
100023366950410484090,106432191545504919261,5.0,1387574061
100023366950410484090,106630613447511460768,5.0,1215638434
100023366950410484090,107034738814722654659,5.0,1318138206
100023366950410484090,108018876562235040888,5.0,1352876195
100023366950410484090,109064274167796540714,5.0,1334590298
100023366950410484090,109936079281387621062,5.0,1314826141
100023366950410484090,110169649800995403801,5.0,1214967798
100023366950410484090,110556649327109914070,5.0,1314163604
100023366950410484090,110557475507871359519,4.0,1342163668
100023366950410484090,110689526834674727973,5.0,1313119832
100023366950410484090,111062388082082925118,5.0,1343329057
100023366950410484090,111733590685500175680,5.0,1328808221
100023366950410484090,112461853707188021974,5.0,1324533425
100023366950410484090,112659569795107380642,5.0,1347429517
100023366950410484090,113527730083420254637,5.0,1316740649
100023366950410484090,113839287854265417302,5.0,1324533118
100023366950410484090,114222906986659056638,5.0,1377814099
100023366950410484090,114357608327537486566,1.0,1333762833
100023366950410484090,114360310794550290464,5.0,1296763338
100023366950410484090,114580492678295572984,5.0,1313175646
100023366950410484090,114712989868904581208,5.0,1314558117
100023366950410484090,116168428217066253896,5.0,1327303664
100023366950410484090,117327449600594645085,5.0,1314163519
100023366950410484090,118112680131092234968,5.0,1314164148
100023366950410484090,118181192846354376972,5.0,1324436694
100025655415646683792,105266860822521972290,5.0,1386379165
100025786951706156960,113600687394360880822,5.0,1360811678
100026371713847422844,114728983736384627944,5.0,1312471031
100027082887650733738,110663866672238591869,2.0,1342144007
