gPlusPlaceId,gPlusUserId,rating,unixReviewTime
100365639541523416633,100002460517064340398,5.0,1246154310
101130870726907537579,100002460517064340398,5.0,1364055389
100887731203541266259,100003840837471130074,4.0,1302881969
100998607338583184111,100003840837471130074,4.0,1325294864
102685426987872384597,100003840837471130074,5.0,1376791103
102812440369192328274,100003840837471130074,3.0,1302881892
103979912112536187350,100003840837471130074,4.0,1360122580
103984517065131464925,100003840837471130074,5.0,1302882094
104438335048915549887,100003840837471130074,4.0,1313439788
104650237020486549959,100003840837471130074,5.0,1302881427
105161497931238424543,100003840837471130074,3.0,1325294876
108965565670510081634,100003840837471130074,3.0,1305161273
109311307621925075804,100003840837471130074,4.0,1314648799
109464886480434924863,100003840837471130074,3.0,1305161251
109552619713519861278,100003840837471130074,5.0,1302819272
109868461768795122034,100003840837471130074,5.0,1381558158
110202037843931429970,100003840837471130074,4.0,1314302899
110621095385355177847,100003840837471130074,4.0,1302881922
111719454947844997818,100003840837471130074,1.0,1381558467
112056440199499067697,100003840837471130074,3.0,1302816423
112481315922444302561,100003840837471130074,4.0,1382486107
112610750235634830337,100003840837471130074,4.0,1302894439
112744828068612948224,100003840837471130074,4.0,1302882156
113290396185293876210,100003840837471130074,5.0,1302881432
113453916229866965026,100003840837471130074,1.0,1314650073
114236831589464986178,100003840837471130074,4.0,1302881877
114780673353448808763,100003840837471130074,4.0,1303188493
115104207305151193116,100003840837471130074,5.0,1302882028
115928110041324894892,100003840837471130074,2.0,1376790610
115935235307703258748,100003840837471130074,4.0,1302881062
116019957721980938113,100003840837471130074,3.0,1305235050
116714290900672170748,100003840837471130074,5.0,1302882358
116818894403561351330,100003840837471130074,4.0,1302881282
117261877263612920264,100003840837471130074,2.0,1314650221
118275306173296901779,100003840837471130074,3.0,1302818783
110390659113017293002,100006029944244477735,4.0,1379121428
111824474193384976453,100006742151940031092,5.0,1386186079
118212697902342945558,100008858224190919909,4.0,1369710626
107251888251400438909,100011536689227259888,5.0,1373761671
100142608812866958965,100023366950410484090,5.0,1339709884
100816254133968356657,100023366950410484090,5.0,1327639708
101438125462477443476,100023366950410484090,5.0,1327303397
101463907939472924211,100023366950410484090,5.0,1333763322
101667744935589967569,100023366950410484090,5.0,1314826349
101987040331041630515,100023366950410484090,5.0,1314163915
103300778801894197113,100023366950410484090,5.0,1318137918
103800270513063177406,100023366950410484090,5.0,1313123259
104358664826887058207,100023366950410484090,5.0,1337017301
105469584994130569082,100023366950410484090,5.0,1320361297
106432191545504919261,100023366950410484090,5.0,1387574061
106630613447511460768,100023366950410484090,5.0,1215638434
107034738814722654659,100023366950410484090,5.0,1318138206
108018876562235040888,100023366950410484090,5.0,1352876195
109064274167796540714,100023366950410484090,5.0,1334590298
109936079281387621062,100023366950410484090,5.0,1314826141
110169649800995403801,100023366950410484090,5.0,1214967798
110556649327109914070,100023366950410484090,5.0,1314163604
110557475507871359519,100023366950410484090,4.0,1342163668
110689526834674727973,100023366950410484090,5.0,1313119832
111062388082082925118,100023366950410484090,5.0,1343329057
111733590685500175680,100023366950410484090,5.0,1328808221
112461853707188021974,100023366950410484090,5.0,1324533425
112659569795107380642,100023366950410484090,5.0,1347429517
113527730083420254637,100023366950410484090,5.0,1316740649
113839287854265417302,100023366950410484090,5.0,1324533118
114222906986659056638,100023366950410484090,5.0,1377814099
114357608327537486566,100023366950410484090,1.0,1333762833
114360310794550290464,100023366950410484090,5.0,1296763338
114580492678295572984,100023366950410484090,5.0,1313175646
114712989868904581208,100023366950410484090,5.0,1314558117
116168428217066253896,100023366950410484090,5.0,1327303664
117327449600594645085,100023366950410484090,5.0,1314163519
118112680131092234968,100023366950410484090,5.0,1314164148
118181192846354376972,100023366950410484090,5.0,1324436694
105266860822521972290,100025655415646683792,5.0,1386379165
103556187968109229822,100031632275618346369,5.0,1339027916
111486070877019355138,100031632275618346369,4.0,1339035005
106851868302988822975,100038801356570551641,4.0,1360980791
100172561171171237289,100039713894403535523,4.0,1395350987
102801358720648558283,100039713894403535523,5.0,1392655590
102977343679790882256,100039713894403535523,4.0,1282780088
103044590596904575271,100039713894403535523,4.0,1360551353
103446535296154294889,100039713894403535523,4.0,1282780135
103810439080332439826,100039713894403535523,4.0,1282780063
107560767148016422828,100039713894403535523,1.0,1306626111
109804604427197734149,100039713894403535523,5.0,1307298347
110060377853952892544,100039713894403535523,5.0,1371778624
110884498041514814857,100039713894403535523,4.0,1369441783
111227349110817183570,100039713894403535523,1.0,1317393491
111570690964988712065,100039713894403535523,5.0,1304181035
112085452132597906507,100039713894403535523,3.0,1291503905
112291040768960885308,100039713894403535523,4.0,1360128217
112493911555476748349,100039713894403535523,3.0,1305730771
114236831589464986178,100039713894403535523,5.0,1282780305
114864924066021151382,100039713894403535523,3.0,1291503880
114940248939873327431,100039713894403535523,2.0,1372816799
116149207058454759964,100039713894403535523,5.0,1282780335
116255507977712119568,100039713894403535523,5.0,1303587806
117022742244079009624,100039713894403535523,5.0,1393005731
118344647499060424856,100039713894403535523,4.0,1394163720
104815926479707471762,100071656171098961099,5.0,1340244177
106576917294543882754,100072405688463733878,4.0,1293140945
107553737973050471240,100072405688463733878,3.0,1293140950
109795633070954975747,100072405688463733878,4.0,1305346858
110731947961893229948,100072405688463733878,4.0,1322623994
113222660416668899106,100072405688463733878,4.0,1293140972
113687984943448577097,100072405688463733878,4.0,1293140955
115478604373006026811,100072405688463733878,4.0,1293140957
105531524039406568853,100074979641998379209,4.0,1314378116
